topic_no	test_statistic	p-value	topic_words
topic_55	9.046789964750982	1.8007072621585354e-19	chien chiens keif dis packer gueule animal train mec quoi 
topic_93	8.932519486673499	5.029074186799414e-19	thursday dab clapp weppo homme walters tarrant lamarche garçon enfant 
topic_76	8.736269607459143	2.7751022868591738e-18	mareuil lenormand belliard mongeot jallu castelet sourlot chez sorbier mareuii 
topic_50	8.395703689812947	5.0855370520153813e-17	dis demandai puis vis vers pris savais tête pouvais yeux 
topic_36	8.237261802184877	1.9844007957196532e-16	cayley bonape fredrika goffner langlois frère bousquet école darrieu tosse 
topic_75	7.556972197985718	4.4842727354624496e-14	film scène théâtre cinéma toke shadduk films écran fit télévision 
topic_23	7.540255353186958	5.083648132825099e-14	commissaire gier monsieur noblet chaumet oui ça fit dauvergne curtebœuf 
topic_00	7.1999558754124156	6.497511816092433e-13	todhunter mengele directeur coulon parc norwood farroway sérigny jeune markey 
topic_74	6.232907667679774	4.711505424426222e-10	docteur médecin dr hôpital infirmière malade clinique cush médecins malades 
topic_70	4.995343537166184	5.94904147434585e-07	lettre papier livre journal lettres nom écrit lire écrire bureau 
topic_56	4.917331927964318	8.878805073408846e-07	porte chambre escalier fenêtre bruit derrière couloir entrée personne étage 
topic_40	4.732112515481097	2.2502763561164345e-06	fille plessis agence patinay pauvre montreuil mariage eh chez quatre 
topic_85	2.6277382617001073	0.008605572842849941	bureau sac papier boîte poche porte main table papiers enveloppe 
topic_30	2.1912093964393304	0.028453775794494228	ça donahoo ordinateur quelques fit maleval regard bureau nollet verhœven 
topic_22	2.1404474527396022	0.03233713307230587	kite sernine thurston mongougeot homme jeune gillespie burroughs fellowes yard 
topic_12	1.654571905531618	0.09803375906180321	gallois fabbri ça match speck équipe lavorel vallet club quelques 
topic_97	1.178711805951023	0.23853188566243586	père mère fille jamais enfant grand enfants femme parents frère 
topic_68	0.4661570735072915	0.641110661491806	bateau mer eau bord pont grouchko île plage port vers 
topic_25	0.3347303438915919	0.737833896273666	leurs musique vers autres hommes quelques soir devant orchestre homme 
topic_11	0.005324695144856931	0.9957516219208655	ministre chef leurs politique président bureau pays directeur hommes société 
topic_01	-1.1400323616977683	0.2542926411428579	dollars cent cinq dix banque vingt trois quatre cents billets 
topic_69	-1.3035271100875816	0.19241446706289456	verre bouteille boire whisky table verres alcool ça bière eau 
topic_08	-1.8064638304642011	0.07086682678974365	chambre lit nuit heures heure café porte sommeil eau dormir 
topic_66	-2.3397806388559386	0.019307230290018854	téléphone voix numéro bureau oui heures appareil nom heure allô 
topic_35	-2.5024595251790305	0.012343058517703991	train gare wagon quai compartiment valise avion foley heures voyageurs 
topic_54	-2.5257938544130787	0.011554631647316247	faisait ça pouvait toujours autres jamais allait savait disait leurs 
topic_28	-3.057668058556601	0.002234076986379451	doutre bender condon roulotte château miloz pruitt brumer vieille trois 
topic_90	-3.241787832374414	0.00119053614704586	porte murs devant fenêtres bois mur grande escalier étage derrière 
topic_48	-3.361022274769041	0.0007778890930421925	professeur école élèves étudiants cours université classe sciences directeur fen 
topic_79	-3.391391970302034	0.0006971573301120543	table cuisine manger pain assiette dîner déjeuner café thé œufs 
topic_20	-3.8722258856891787	0.00010819090759953556	legs feston meecham fit augie beecher shaddermacher grofield anglais loftus 
topic_80	-4.635065579773064	3.588518288306449e-06	cerveau thorp pj schratt cour zwang laboratoire cellules hinds professeur 
topic_05	-4.937584630250272	7.98765578975435e-07	main quelque toujours mains temps pourtant yeux tête oui déjà 
topic_78	-5.002159596217237	5.706675520076215e-07	terrier bemie quade gessler thayer bames knudsen femme homme cox 
topic_84	-5.009044308444457	5.527504331867207e-07	fit vers main puis tête homme voix contre yeux visage 
topic_02	-5.2902258959966275	1.2307468022057615e-07	dancourt ça vais pays giraudas chez faut grand déjà tonton 
topic_10	-6.161078866396273	7.324713958517994e-10	yudel fleck weizmann griff fombieux mckev majola homme bowman flessois 
topic_43	-6.542939644525096	6.181545782549038e-11	église cimetière père cercueil prêtre curé bencolin jour morts chapelle 
topic_98	-6.773092246321359	1.3081136657520175e-11	ça veux dire oui dis chose peux crois quoi jamais 
topic_07	-7.3500753794403595	2.048712095776426e-13	barran propp méloutis mercenaire médecin waterloo couloir hommes coffre gassowitz 
topic_49	-7.839101334583291	4.756005747068469e-15	voiture route camion garage ça moteur temps essence arrière côté 
topic_86	-8.44694195739252	3.1421204961590596e-17	finch sern leprat stockler répondit demanda faugères service heures pendant 
topic_33	-8.452789179678282	2.978546785075537e-17	volnay éon commissaire morts étranges sartine père homme policier jeune 
topic_51	-8.711979694922494	3.247760222453808e-18	fit yeux puis tête main demanda vers regarda ça prit 
topic_57	-8.726303871556519	2.8704614012791697e-18	route chemin bois terre arbres mètres loin eau vers quelques 
topic_95	-9.251768828047341	2.396410619257898e-20	ça dis fit puis demandai bureau porte air cigarette type 
topic_99	-9.437513955866194	4.209745618831371e-21	ahorn ohihani homme femme enfant ohisihan femmes nokh yeux ventre 
topic_89	-9.493419620907956	2.438729360304469e-21	street bleston déjà chez samedi jours cathédrale jour soir meurtre 
topic_88	-12.265936415993894	1.6998430219899927e-34	père grand campion algérie mère guerre vieillard oas histoire faraday 
topic_24	-12.876490447828374	8.406600560556203e-38	byrum mc thayer booster buny rudge jeune voix tête femme 
topic_58	-13.057207333806689	8.180983982571363e-39	mccain veilleux boldo massart ça camion demanda type vers loups 
topic_03	-13.975495294777541	3.652625837769552e-44	voiture route devant portière volant arrière voitures derrière chauffeur vers 
topic_09	-14.154849502757715	2.5308178343838885e-45	gardella mcfee nom appelé quelques short flics femme scandura thurston 
topic_39	-14.78656991437085	3.1264624787966518e-49	bone zoulou épaulard giaffino homme répondit treuffais goémond lightning prindle 
topic_47	-14.838807054414417	1.312067495001582e-49	laviolette devant steemer bix ça vers trois comiti tant leurs 
topic_32	-14.922243250526686	4.525303337542959e-50	homme comptoir café devant vers trois heures cheveux boutique derrière 
topic_46	-15.99396808500398	3.016075215521709e-57	monsieur commissaire thayer winthrop patay lieutenant llob tête train chez 
topic_31	-17.517579905409328	3.2240475991527847e-68	malaussène coudrier ça oui silistri hadouch divisionnaire cissou belleville inspecteur 
topic_96	-18.156299354661723	2.990694833084465e-73	arme revolver pistolet balle feu fusil canon trois balles hommes 
topic_83	-18.239303486020173	9.276754176519896e-74	ça vandoosler lenormant nolet type kehlweiler leguennec demanda durut sevran 
topic_14	-19.357771223545125	8.686103212124991e-83	ça yeux merde puis nuit chez quoi jour gélou montale 
topic_45	-19.390886836544237	3.186929927311116e-83	gardien cellule prison gaunt trois cinq polletti chef heures hommes 
topic_34	-20.6805847517279	2.578982817929634e-94	regarde yeux vers main tête porte puis devant ouvre prend 
topic_16	-21.781849924629874	5.165711712905399e-104	nuit corps yeux feu odeur quelque bruit puis eau vent 
topic_61	-22.34156053804592	1.291435163982126e-109	guerre français pays armée américains allemands nom française allemagne colonel 
topic_71	-23.401777338331247	1.210090202761983e-119	ça loin genre grand autres trois doute petits type fallait 
topic_77	-23.537324373271083	4.875284632902852e-121	puis vers demande main temps tête passe vient voix porte 
topic_73	-24.224060469539616	7.551869777546935e-128	adamsberg danglard commissaire veyrenc retancourt demanda homme oui trois vers 
topic_87	-24.670036599457767	1.3906472620461455e-132	corps mains main yeux bouche contre visage tête jambes ventre 
topic_64	-25.400404617006227	3.3256198961774726e-140	béru bérurier quoi chez pinaud ça cul puis grand faut 
topic_27	-26.29659569533013	4.959370835696672e-150	cadin inspecteur vers ça près commissaire tête temps place novacek 
topic_60	-26.58059369787633	1.0067555611111574e-153	leurs autres homme enfants hommes jour temps jamais entre faut 
topic_29	-28.020950846016014	1.920073394334914e-170	puis tête demandé ça pris main yeux air mis regardé 
topic_62	-30.35956746289478	3.534752177502987e-198	ça oui dis faroux nom toujours quoi chose chez dire 
topic_53	-30.548074610922498	1.0759839406960473e-200	maigret commissaire femme bureau homme toujours heure temps oui porte 
topic_72	-30.73600583307694	1.1456864543079606e-203	ça dis grand gars demande faut vais sieur dire voilà 
topic_04	-32.02178954835188	1.6268829022358284e-219	ça quoi faut dire type temps jamais veux gars toujours 
