topic_no	test_statistic	p-value	topic_words
topic_36	4.397740422129567	1.107708585976278e-05	dire fleck luire vandoosler type pouvoir homme voir savoir femme 
topic_14	4.256635902953248	2.098075137156229e-05	corps victime empreinte inspecteur pouvoir cadavre trouver trace celui police 
topic_52	4.066067402229379	4.8239082986138086e-05	billet cent pouvoir poche sac banque cinq prendre dix trois 
topic_28	3.964446188310235	7.420812438179676e-05	heure luire aller soir pouvoir chez dire passer voir prendre 
topic_97	3.4973471032234156	0.0004720967365770253	wexford luire burden enfant chaubouret femme laversanne pouvoir album homme 
topic_00	2.9842069161738976	0.0028512106149478616	luire jeune femme sourire regard oeil main pouvoir vers quelque 
topic_54	2.7282234621129073	0.006381284994794565	dire luire pouvoir vouloir savoir aller voir croire voix oeil 
topic_38	2.562039102080205	0.010424766910788542	lettre papier écrire bureau lire enveloppe pouvoir trouver nom feuille 
topic_27	2.2954046779035475	0.021732817100198233	dire kite nom jusque femme appeler flic quelque luire homme 
topic_31	1.7956927817414083	0.0725746508784839	gardella tennison gaunt buny thurston luire otley scandura répondre shefford 
topic_60	1.7067974478033472	0.08790004970294672	lit chambre nuit dormir heure aller pouvoir réveiller sommeil luire 
topic_89	1.1081144435792665	0.2678499393320491	homme jeune dire luire femme venir pouvoir voir vers air 
topic_56	1.100709158405462	0.2710624157970111	step foley brandshaft plessis thorp polletti blackie patinay déclarer fountain 
topic_72	1.0568205421580388	0.29062443211030986	luire main pouvoir tête pied aller oeil contre mettre corps 
topic_68	0.8953312532756117	0.3706381409214524	verre boire bouteille luire dire table prendre aller pouvoir whisky 
topic_48	0.2734844681889645	0.7844888294315523	legs mccain aller gier dire commissaire pouvoir oui rothstein demander 
topic_15	0.16016156190145192	0.8727581482662348	voiture route pouvoir aller arrêter prendre portière volant passer arrière 
topic_23	0.09811885921228085	0.9218409752244285	terrier ahorn homme femme luire dire ohihani griff hutte celui 
topic_41	-0.21166710150597726	0.8323727043249303	oeil cheveu luire noir main visage femme fille homme bleu 
topic_10	-0.31896256949880997	0.7497635993716456	téléphone appeler voix pouvoir dire numéro raccrocher oui aller luire 
topic_58	-1.102905510650141	0.2701182914429432	adamsberg dire danglard homme celer luire commissaire savoir demander veyrenc 
topic_73	-1.2086663205100987	0.2268261588479546	finch gallois mc booster aller luire jeune fille tête quince 
topic_33	-1.360378593249239	0.1737533041824095	malaussène coudrier oui inspecteur silistri flic hadouch tête monsieur cissou 
topic_74	-1.4203580084893572	0.1555478119660997	porte salon grand chambre fauteuil ouvrir mur entrer table monsieur 
topic_03	-1.5237412560559715	0.12761911917276444	bateau eau mer bord pont plage île port vers cabine 
topic_84	-1.5318137061292982	0.12562847421345202	élève école classe faucon mcfee professeur club dodd passer monsieur 
topic_37	-1.8254879913112374	0.0679834983755719	maigret mareuil commissaire belliard mongeot bureau homme celer nahour sorbier 
topic_04	-2.031917404742033	0.04220457160504612	train gare avion valise wagon heure quai compartiment prendre descendre 
topic_24	-2.0470396486061113	0.040692501295775396	mur porte pouvoir bois trouver quelque entrer fenêtre grand trois 
topic_08	-2.1692944105896252	0.03010208086978825	dire aller oui devoir savoir voir celui vouloir luire quelque 
topic_30	-2.3521989336972142	0.018697475676036038	bencolin américain homme môme garçon saligny tarchinini hartog vautel cheval 
topic_91	-2.7664702544592217	0.005681794577165887	manger table cuisine aller prendre pouvoir dire mettre assiette luire 
topic_43	-3.1243324701409327	0.001792135112092685	cheval dire course caldwell subito jockey mirmidou krantz écurie cobb 
topic_81	-3.1302752368234295	0.0017573762474538297	dire aller homme augagneur haymann boisseau épaulard farakhan maurer trois 
topic_40	-3.146316859211416	0.001661765883273864	arme tirer revolver balle homme luire pistolet main feu pouvoir 
topic_11	-3.5581770071362864	0.00037585388011707443	luire pouvoir voix main oeil quelque vers entendre visage tête 
topic_86	-3.5998925917106406	0.00032045325149422904	dire aller pouvoir savoir luire vouloir voir falloir chose croire 
topic_93	-3.867379265247404	0.00011153253818728413	luire commissaire main massart monsieur tête stockler doigt veilleux veilleu 
topic_83	-4.067857662970696	4.7978688670595594e-05	film quelque aller écran passer voir devoir image ordinateur trois 
topic_13	-4.614840360937633	4.028408391304241e-06	aller pouvoir dire savoir voir celui regarder type luire boule 
topic_50	-4.672043234267716	3.070705081870003e-06	directeur holt ministre monsieur luire aller coulon inspecteur squelette parc 
topic_80	-4.797294652049838	1.6542340227755903e-06	maigret luire celer voir femme homme savoir commissaire aller heure 
topic_55	-4.854428890437074	1.2530801446435406e-06	dire laviolette luire devant voir homme celui cheval gendarme grand 
topic_63	-5.011756423939906	5.551446326813674e-07	jouer musique scène fille jeune vers grand table luire soir 
topic_66	-5.124962755681999	3.0781889963484917e-07	livre lire journal écrire article histoire nom titre journaliste quelque 
topic_49	-5.170063667473102	2.4631037756621117e-07	sern novacek castelard heure luire jour oeil mongolo septembre nuit 
topic_34	-5.324906440680502	1.0448340802243005e-07	pouvoir luire savoir tuer devoir croire vouloir dire police trouver 
topic_76	-5.572654283073635	2.625359878640294e-08	docteur médecin infirmier hôpital malade luire dr aller service cush 
topic_32	-5.643899270333924	1.7326033576978872e-08	pouvoir savoir celer chose luire quelque dire devoir jamais penser 
topic_59	-5.796229156082837	7.183552548607816e-09	église père cimetière prêtre curé cercueil dire celui venir voir 
topic_17	-5.867944715093789	4.751256000386818e-09	aller dire luire béru demande grand quoi venir savoir voir 
topic_57	-5.927721566841972	3.2417941312719513e-09	père mère enfant luire grand fille savoir jamais voir jour 
topic_26	-5.972535320609655	2.5093893692149788e-09	aller dire vouloir luire pouvoir voir venir parler bemie grand 
topic_07	-5.9874965627669186	2.3301530989378186e-09	luire vers regarder barran porte oeil dobbs propp main retourne 
topic_35	-6.164651467819283	7.55055294767201e-10	avocat témoin todhunter prison président monsieur procès cellule affaire juré 
topic_02	-6.177276741289313	7.262682543792419e-10	bone donahoo zoulou luire noblet cerveau tête répondre schratt lightning 
topic_87	-6.2953762073713975	3.3458031229646724e-10	guerre allemand français mengele soldat armée père juif militaire algérie 
topic_16	-6.380240672717237	1.9240708819514931e-10	lenormand monsieur mme thayer beaupré casteljal winthrop castagnac ferrières commissaire 
topic_77	-6.86260852329637	7.892771973937966e-12	cadin inspecteur venir vers prendre mettre près passer poser tête 
topic_42	-7.335236820788662	2.729302498159472e-13	gessler castain maître spalding senn lorque fisher himes heure cigarette 
topic_92	-7.6955476221723895	1.641773443458739e-14	luire devant heure trottoir vers immeuble prendre voiture passer porte 
topic_12	-7.749219931306431	1.095728198006782e-14	pouvoir affaire service homme devoir aucun luire travail nom société 
topic_46	-8.182252064552529	3.853300284044989e-16	byrum thayer homme dire rudge voir aller orphelin reilly ventôse 
topic_64	-8.348537985262285	9.018808086504487e-17	police chef yudel inspecteur commissaire policier homme bureau luire affaire 
topic_75	-8.666869603541704	6.384364127196541e-18	professeur grand étudiant politique président groupe jeune membre conseil ministre 
topic_78	-8.740581279235798	3.508014789288353e-18	feston dire homme espagnol anglais shaddermacher aller potter londres eventreur 
topic_39	-9.974774350520187	3.541013435774969e-23	dire aller falloir voir grand foutre pouvoir passer vouloir gars 
topic_94	-12.722633148610175	1.655221449375503e-36	jour nuit celui pouvoir grand noir seul oeil temps entrer 
topic_70	-13.589299933572214	2.5124382220620274e-41	luire pouvoir sentir aimer savoir femme jamais jour vouloir corps 
topic_96	-14.765946361628718	5.911295205262788e-48	dire aller luire main voir savoir pouvoir quelque vouloir sentir 
topic_90	-16.137396920195204	1.4414361372495456e-56	monsieur commissaire mme dancourt oui fabbri voir inspecteur heure café 
topic_67	-22.355230032645643	1.8200454117376678e-105	luire grand celui toujours jamais rire femme homme tenir aimer 
topic_01	-22.37394232893003	1.524987298984021e-104	monsieur dire mme oui savoir voir pouvoir vouloir venir commissaire 
