topic_no	test_statistic	p-value	topic_words
topic_26	-9.282993185691037	2.775848199471912e-20	docteur médecin hôpital infirmière dr malade cush clinique service lherbier 
topic_97	-9.876091291540137	8.428991098928163e-23	jamais femme yeux toujours peur jour seule dire mère oui 
topic_30	-10.045325855104885	1.9851371343429934e-23	vers terrier place près devant ça leurs trois entre métro 
topic_07	-10.345939077751142	1.2041180813804401e-24	volnay howie sugar mcnabe éon commissaire sartine mattone étranges morts 
topic_61	-10.730484495528017	2.1282052649102749e-26	gardella ça saivre bemie thurston scandura stu vraiment lorsqu méribel 
topic_03	-10.993776203331358	1.1150972453341596e-27	leurs rouge yeux regard devant autour toutes robe femme celle 
topic_92	-11.098819948403236	4.272315976397042e-28	mareuil belliard mongeot castelet sourlot mc sorbier innés mareuii oui 
topic_48	-11.136034250348512	2.8158722586076293e-28	cigarette main yeux faisait toujours fit tête puis quelque mains 
topic_42	-11.45383235353049	8.8131576093001e-30	leurs guerre pays politique ministre contre président hommes quelques conseil 
topic_58	-12.29179491066806	3.098274637750195e-34	temps jamais toujours autres toute pouvait jour toutes leurs point 
topic_85	-12.614389899602337	1.1627043525544519e-35	leurs faut veut enfants vient vers parle devant passe autres 
topic_79	-12.780196232691042	1.187194404337541e-36	ça chose dire jamais dis toujours temps chez demande quelque 
topic_51	-12.864580496103779	5.429613023088493e-37	madame femme mme fille jeune monsieur mariage pauvre chère chez 
topic_60	-14.847363557981716	1.5402530939403733e-48	ça quoi gueule faut merde chien dire vrai veux trois 
topic_89	-15.156172206755711	4.345846026068764e-50	puis vers main porte regarde yeux tête ouvre voix lève 
topic_19	-15.8600717787372	2.4977321892045074e-54	commissaire monsieur gunn oui bain fombieux lockwood chaumet mme casteljal 
