topic_no	test_statistic	p-value	topic_words
topic_91	0.1707673960612903	0.8644076468687798	volnay père grand suisse monsieur commissaire ministre shaw éon steinemann 
topic_90	0.033632507118773594	0.9731703598725299	ahorn pascoe homme femme huby dalziel ohihani houghton celui enfant 
topic_78	-0.665795911991579	0.5055461203717473	yudel cheval course cribb weizmann jockey écurie combat thackeray homme 
topic_16	-0.7986855350499977	0.42447744132376175	professeur étudiant école élève cours président jeune université classe grand 
topic_10	-1.4077573647174353	0.159211258267103	cent cinq payer dix vingt jour trois billet prendre quatre 
topic_36	-1.6021851976483672	0.10912351554341827	train gare heure avion prendre hôtel valise voyage arriver wagon 
topic_70	-1.9823228503794659	0.04745013303178872	médecin hôpital dr service cush gallois corps infirmier demander victime 
topic_31	-2.464895141408873	0.013710057609802033	bateau eau mer bord pont cabine port plage vers île 
topic_99	-3.646245679382419	0.0002664690765218457	verre boire bouteille whisky table prendre bière alcool servir main 
topic_83	-4.0320737449234345	5.539899250432955e-05	porte fenêtre mur quelque lampe ouvrir bruit derrière escalier trouver 
topic_64	-4.8700185803603855	1.120335112094098e-06	moore appeler femme nom throgmorton homme victime grofield stoner affaire 
topic_08	-5.397096132679317	6.8094317856556e-08	carella inspecteur schmitty demander thorp monsieur oui kling quade homme 
topic_97	-5.598021483818692	2.1833177939420275e-08	manger café table prendre cuisine mettre tasse heure déjeuner thé 
topic_38	-6.173360939643191	6.753136728475669e-10	bone zoulou forrester tête homme dorking malabar briggs répondre lorgue 
topic_55	-6.931849954689455	4.220308564452053e-12	quelque sentir temps heure celer nuit sembler jour seul aucun 
topic_71	-7.107373017397366	1.2039955630718326e-12	route chemin arbre vers bois quelque chien terre mètre loin 
topic_15	-7.39229386277183	1.4722613111162704e-13	livre lire journal écrire quelque grand histoire article nom jour 
topic_40	-7.49158061831467	6.941784300117428e-14	feston homme espagnol shaddermacher anglais police boss drogue lovey sourire 
topic_80	-7.761514858521414	8.593137518999257e-15	fabbri castelard massart veilleux camion kew veilleu mongolo pouliche baguerrat 
topic_50	-8.885234324552195	6.629625279803869e-19	musique radio disque cassette chanson écouter jouer bande jour nuit 
topic_92	-8.940980213106075	4.0198628183743253e-19	flaty vandoosler type demander femme quoi flic kehlweiler chien homme 
topic_09	-9.700682087091723	3.177627244681006e-22	devant vers homme heure trottoir porte sortir entrer passer prendre 
topic_57	-10.876550406786237	1.64674133988451e-27	monsieur commissaire main tête doigt beecher train passer heap mettre 
topic_30	-11.209254465658724	4.060225494997233e-29	père mère enfant fille jamais grand femme jour parler aimer 
topic_88	-12.957330580937649	2.5305273160641654e-38	cigarette regarder allumer tête oeil asseoir main fumer sourire homme 
topic_00	-13.633283254378634	3.291909191800091e-42	byrum thayer rudge winthrop gessler bureau migonnet burroughs demander llamas 
topic_19	-13.845639558083272	1.7020543051467943e-43	voiture route prendre arrêter portière passer volant devant arrière vers 
topic_32	-15.216413395213076	3.833522355811087e-52	main tête pied mettre vers contre tomber homme entendre corps 
topic_96	-15.571274447588742	1.6362625213628554e-54	arme revolver balle tirer main pistolet homme regarder vers sortir 
topic_06	-15.862079210271903	1.7186064484944268e-56	quoi chose toujours passer type foutre temps vraiment jamais quelque 
topic_54	-16.85538632221806	1.8385072349033773e-63	terrier homme haymann épaulard farakhan maurer demander jeune tête goémond 
topic_52	-16.867658053231505	1.6982813372404198e-63	gardella thurston withers scandura dorf bri répondre costello demander barranca 
topic_46	-17.03081205549898	8.977777429142798e-65	laviolette môme doutre mccain grand américain gars garçon purbright reilly 
topic_49	-19.00725783118113	3.861102777474445e-80	celui église devant grand homme venir père cheval jour curé 
topic_35	-19.026505747040677	2.973679063278215e-80	parler regarder mère venir grand chose quelque père celui chez 
topic_84	-19.421542145146883	2.002880666160725e-83	malaussène coudrier oui monsieur inspecteur silistri tête hadouch flic divisionnaire 
topic_25	-19.48780296595636	3.3840684824045115e-84	jeune femme regard main oeil fille vers sourire tête visage 
topic_01	-20.000928748281886	1.6038984816960152e-88	main sentir laube toujours leprat quelque gi venir celer sernine 
topic_85	-21.613892613580333	1.063546267337507e-102	venir aimer celui oeil celer chez vers mer quoi toujours 
topic_42	-22.013958483543096	1.0202343573487842e-106	guerre allemand français pays militaire soldat armée juif officier américain 
topic_44	-22.0209760187588	7.340088150162394e-107	main lit oeil dormir regarder nuit chambre prendre tête lever 
topic_45	-22.079617995413162	2.910777365218444e-107	donahoo homme howie steemer heure service quelque demander venir prendre 
topic_63	-22.23998903920122	1.3173837356179705e-108	jusque flic lorsque quelque mettre short nom femme appeler service 
topic_66	-22.393990782964778	2.0050487403567202e-110	grand celui trois mur toile tableau lequel entrer peinture couleur 
topic_41	-23.003574830337076	4.0956963539840966e-116	grand celui jour penser noir mettre heure mec jeune sortir 
topic_62	-24.599380784369465	3.2134624953797054e-132	adamsberg danglard celer homme commissaire demander veyrenc retancourt oui step 
topic_13	-27.634982616678435	4.9528397475315185e-166	cadin inspecteur venir vers mettre commissaire prendre près passer poser 
topic_95	-28.496684352711004	6.275838486425222e-177	eau main sentir mettre tête prendre heure corps oeil bain 
topic_60	-29.066504692572085	7.336986064250144e-184	corps oeil celui homme feu nuit noir venir grand terre 
topic_79	-30.944443453104693	7.983783917889541e-207	maigret celer commissaire femme homme heure venir bureau quelque parler 
topic_37	-34.40684567909212	8.664202717372246e-254	grand quoi demande béru venir mettre chose monsieur lorsque bérurier 
topic_65	-34.520376145254595	2.28459009086719e-255	oui celui chose quelque flic nom quoi type connaître croire 
topic_81	-36.75535249690888	6.2148324350052134e-291	type flic mettre chose croire gars air prendre quoi passer 
