topic_no	test_statistic	p-value	topic_words
topic_17	1.8182544094607331	0.06904427338088652	withers général monsieur algy hardinge monseigneur inspecteur ségan cook querrin 
topic_15	1.7973118935277304	0.07230448393406595	voiture route prendre arrêter vers devant homme heure attendre arriver 
topic_12	1.7730485567989172	0.07623913025687051	corps cadavre médecin trace trouver homme empreinte aucun heure quelque 
topic_70	1.4325295318096551	0.1520115211493432	frère farquhar mckechnie vanderhorn fredrika chef père blamey couvent président 
topic_73	1.397017953459838	0.1624270182154751	konrath ainsworth chaumet rodell fountain amberley gubbins castelle beamish répondre 
topic_93	1.3361832537826823	0.1815100993652605	club collard nasuno shimako kinumura fauteuil parnell okita kawai membre 
topic_72	1.0045713749330631	0.31511850934678926	lettre écrire papier enveloppe lire feuille monsieur trouver commissaire nom 
topic_79	0.6797067541739259	0.4967001612006825	verre boire bouteille whisky prendre bière table alcool moshan oui 
topic_16	0.48769227989623765	0.6257745351791963	livre cent banque payer somme affaire cinq billet chèque compte 
topic_65	0.3699515215964107	0.7114233642291785	avocat témoin dab président juré maître défense procès cour accusé 
topic_68	0.29432396310476266	0.7685142157903974	signor tarchinini whittaker leacok aveyard abbott wimsey bruton climpson commissaire 
topic_14	0.11968320408540783	0.904735589929005	tuer croire crime trouver meurtre police assassin quelque penser personne 
topic_99	-0.34765552853127407	0.7281033713009367	main oeil voix tête vers regarder visage porte homme entendre 
topic_43	-0.4182031150554424	0.6758040855711747	main pied tête quelque bruit entendre vers tomber voix mettre 
topic_86	-0.9223244804238323	0.3563732917133817	docteur médecin dr infirmier malade hôpital gallois quelque mourir service 
topic_09	-1.1393838468130377	0.2545603339868636	wexford burden castelet enfant vassal album dearborn lemercier ponsardon tante 
topic_60	-1.356139653029389	0.17507331419755823	talolahti dulières degerman mme tarchinini policier commissaire bellard hôtel canzo 
topic_35	-1.3875913755078222	0.16528170059223113	todhunter campion dogg norwood faraday farroway chitterwick razelé caltoux limosin 
topic_51	-1.676053441482174	0.09374776106279317	tennison otley shefford potter caldwell krantz chef demander prendre regarder 
topic_97	-1.8012292244098054	0.07168563720337323	café manger table prendre cuisine tasse mettre thé boire déjeuner 
topic_03	-1.8750793846219644	0.060801546459142465	mme bencolin vialles saligny cochart vautel courtalès inspecteur femme monestier 
topic_44	-3.2636143985114447	0.0011025135406332349	howery tarkal cheval shipka furet jockey course endine homme poison 
topic_02	-3.8560860338979577	0.000115899133352668	mémère vachon endicott foillard maitland pauvre mme chez femme télévision 
topic_46	-3.864630841521511	0.00011169024137853472	heure soir chez venir arriver passer vers rentrer quelque jour 
topic_64	-4.7114786606100525	2.483030578459196e-06	église cimetière carmandine cercueil lovestone solda borrello prêtre enterrement curé 
topic_33	-4.950228557371307	7.490931303617848e-07	téléphone voix oui raccrocher appeler numéro téléphoner heure appareil allô 
topic_62	-5.595007247881382	2.2578563363087766e-08	hartford noblet herrington gayleigh corne toro curtebœuf commissaire valréal cheval 
topic_90	-5.969539127505754	2.4300839034512634e-09	grand oeil femme cheveu noir sourire jeune visage main homme 
topic_42	-6.913401611080317	5.066606191634125e-12	tableau bowers dover crofts toile connington portrait flox fielding peindre 
topic_00	-6.925194870051003	4.566782305512849e-12	train gare homme wagon quai londres voyageur compartiment powell eventreur 
topic_13	-6.9805860687867725	3.1361028199382245e-12	trevarrow thermos jeune jouve messier femme castelot docteur monsieur celer 
topic_92	-7.273476567715548	3.7074907709077703e-13	dodd beaujeu monsieur kreisky littlejohn furst mme pernac percinet docteur 
topic_77	-8.019337249873516	1.2119212658998465e-15	lherbier clinique gerbault perrot vanberg enfant malade ferjas docteur nuit 
topic_47	-8.35197751086226	7.298554059626867e-17	entrer hôtel nom quartier magasin boutique loin grand heure quelque 
topic_76	-8.483722954964513	2.5287249865817043e-17	packer buggsy dunoyau mme plumkett feu prendre cartwright main schwartz 
topic_50	-8.927699796926962	5.137679281878311e-19	perrot toile doyen albret chien tableau gallois bokanski slammer monsieur 
topic_89	-9.098942800377271	1.1139619818461145e-19	monsieur heure mclean savage papon oui rucher détective barberin colonel 
topic_21	-9.247150115355401	2.6584842940778143e-20	mlle inspecteur mcfee professeur lenoir élève bousquet détective commissaire dodd 
topic_78	-9.257245312623379	2.402775915389952e-20	revolver arme tirer balle main pistolet homme feu tenir venir 
topic_95	-10.78887299466705	4.843565193117572e-27	femme aucun celer sembler question celui paraître quelque croire point 
topic_52	-11.095117846428469	1.7901076833582986e-28	quelque parler penser celer jamais toujours rire aimer jumeau histoire 
topic_36	-11.342127965810672	1.3189688827462756e-29	monsieur saintigny musique thirifaye marnier mme koala orchestre sirot stradford 
topic_11	-11.382462106831312	8.467298439608832e-30	monsieur steinemann politique suisse fédéral lorsque sourire juif thôffel ministre 
topic_27	-11.65468569864568	2.947514487450406e-31	grand affaire homme prendre temps jour mettre celui trois travail 
topic_24	-12.46607339928483	2.0537309604008776e-35	avion français heure trois photo jour hôtel fille américain holridge 
topic_57	-12.755313399178752	6.791962752615305e-37	mccarthery chaubouret laversanne monsieur lorsque prendre thélis callander rendre bureau 
topic_83	-13.505989122820417	4.1914574563322896e-41	flaty colonel picot commissaire gartempe monsieur celui houlsten licorne brichot 
topic_32	-13.978805187805582	7.126332781879487e-44	monsieur dancourt directeur mme parc coulon giraudas oui sérigny baguerrat 
topic_18	-14.137773156486867	7.974696680608334e-45	lluji puig commissaire celui lorsque inspecteur policier lajolette belval laroche 
topic_82	-14.145949224742958	6.601236364665051e-45	dormières monsieur sauvin fombieux mme oui delvaux headicar laronchère détective 
topic_54	-14.701713661864657	2.793789315531901e-48	mme worms monsieur mourelle lorgue lautridou malabar bing oui inspecteur 
topic_29	-14.795244134927733	5.801521799479491e-49	chose quelque vraiment enfin comprendre femme toujours fille presque lorsque 
topic_66	-14.947389110532502	6.810230608085973e-50	monsieur commissaire oui mme vers usine mademoiselle bureau sortir chambre 
topic_22	-15.250876390763219	9.070715171336329e-52	dietzold intendant police colonel jeune celui policier homme professeur chef 
topic_01	-15.858166930679532	9.099180419748779e-56	demory sœur sourlot mme corroenne mlle murgatroyd client femme celer 
topic_26	-15.939056579269357	2.6423116047541747e-56	sturmfelz commissaire monsieur fernow casteljal baronne chevesche oui bonparis forestier 
topic_55	-19.710572060020596	9.635623453200703e-85	inspecteur oui type grand quoi tenir gars flic tête nez 
topic_20	-19.729992120071252	1.901040554007862e-85	heure quelque jour temps venir seul sentir nuit prendre sembler 
topic_91	-20.61411267242078	4.835066412706008e-93	jamais croire aimer prendre parler mettre toujours jour penser quoi 
topic_31	-23.12539113117411	7.267755135350434e-115	commissaire monsieur inspecteur mme policier heure police bureau victime gendarme 
